Unnamed: 0,link,created_at,scraped_at
8730,https://www.fincaraiz.com.co/apartamento-en-venta/191285824,2024-11-10 15:53:50.339893,
8731,https://www.fincaraiz.com.co/apartamento-en-venta/10835092,2024-11-10 15:53:50.341962,
8732,https://www.fincaraiz.com.co/apartamento-en-venta/191411611,2024-11-10 15:53:50.344023,
8733,https://www.fincaraiz.com.co/apartamento-en-venta/191663047,2024-11-10 15:53:50.346335,
8734,https://www.fincaraiz.com.co/apartamento-en-venta/191578289,2024-11-10 15:53:50.348344,
8735,https://www.fincaraiz.com.co/apartamento-en-venta/10924251,2024-11-10 15:53:50.350599,
8736,https://www.fincaraiz.com.co/apartamento-en-venta/191633774,2024-11-10 15:08:09.827951,
8737,https://www.fincaraiz.com.co/apartamento-en-venta/191299273,2024-11-10 15:08:09.830596,
8738,https://www.fincaraiz.com.co/apartamento-en-venta/191473063,2024-11-10 15:08:09.832689,
8739,https://www.fincaraiz.com.co/apartamento-en-venta/10799788,2024-11-10 15:08:09.835273,
8740,https://www.fincaraiz.com.co/apartamento-en-venta/191495508,2024-11-10 15:08:09.837356,
8741,https://www.fincaraiz.com.co/apartamento-en-venta/11026296,2024-11-10 15:08:09.839633,
8742,https://www.fincaraiz.com.co/apartamento-en-venta/10743146,2024-11-10 15:08:09.842187,
8743,https://www.fincaraiz.com.co/apartamento-en-venta/191284926,2024-11-10 15:08:09.844418,
8744,https://www.fincaraiz.com.co/apartamento-en-venta/11025747,2024-11-10 15:08:09.846593,
8745,https://www.fincaraiz.com.co/apartamento-en-venta/11026193,2024-11-10 15:08:09.849103,
8746,https://www.fincaraiz.com.co/apartamento-en-venta/191596499,2024-11-10 15:08:09.852559,
8747,https://www.fincaraiz.com.co/apartamento-en-venta/10585508,2024-11-10 15:08:09.855847,
8748,https://www.fincaraiz.com.co/apartamento-en-venta/10660115,2024-11-10 15:08:09.858404,
8749,https://www.fincaraiz.com.co/apartamento-en-venta/191622213,2024-11-10 15:08:09.860664,
8750,https://www.fincaraiz.com.co/apartamento-en-venta/11026425,2024-11-10 15:08:09.862733,
8751,https://www.fincaraiz.com.co/apartamento-en-venta/10249825,2024-11-10 15:08:09.864827,
8752,https://www.fincaraiz.com.co/apartamento-en-venta/191588417,2024-11-10 15:08:09.866901,
8753,https://www.fincaraiz.com.co/apartamento-en-venta/191544552,2024-11-10 15:08:09.868974,
8754,https://www.fincaraiz.com.co/apartamento-en-venta/11071784,2024-11-10 15:08:09.870812,
8755,https://www.fincaraiz.com.co/apartamento-en-venta-bogota-usaquen/6614715,2024-11-10 15:08:09.872634,
8756,https://www.fincaraiz.com.co/apartamento-en-venta/11021715,2024-11-10 15:08:09.874481,
8757,https://www.fincaraiz.com.co/apartamento-en-venta/191428967,2024-11-10 15:16:50.163283,
8758,https://www.fincaraiz.com.co/apartamento-en-venta/191353521,2024-11-10 15:16:50.166237,
8759,https://www.fincaraiz.com.co/apartamento-en-venta/191383061,2024-11-10 15:16:50.168690,
8762,https://www.fincaraiz.com.co/apartamento-en-venta/10983339,2024-11-10 15:16:50.175615,
8764,https://www.fincaraiz.com.co/apartamento-en-venta/11016304,2024-11-10 15:16:50.180348,
8766,https://www.fincaraiz.com.co/apartamento-en-venta/10974631,2024-11-10 15:16:50.184938,
8768,https://www.fincaraiz.com.co/apartamento-en-venta/191635007,2024-11-10 15:16:50.189516,
8769,https://www.fincaraiz.com.co/apartamento-en-venta/10964835,2024-11-10 15:16:50.191599,
8774,https://www.fincaraiz.com.co/apartamento-en-venta/191481708,2024-11-10 15:16:50.201620,
8775,https://www.fincaraiz.com.co/apartamento-en-venta/10697629,2024-11-10 15:16:50.203390,
8776,https://www.fincaraiz.com.co/apartamento-en-venta/191539279,2024-11-10 15:16:50.205342,
8778,https://www.fincaraiz.com.co/apartamento-en-venta/191284820,2024-11-10 15:10:08.545007,
8779,https://www.fincaraiz.com.co/apartamento-en-venta/191463371,2024-11-10 15:10:08.547774,
8780,https://www.fincaraiz.com.co/apartamento-en-venta/191449850,2024-11-10 15:10:08.550268,
8781,https://www.fincaraiz.com.co/apartamento-en-venta/191569015,2024-11-10 15:10:08.552576,
8782,https://www.fincaraiz.com.co/apartamento-en-venta/191518272,2024-11-10 15:10:08.554992,
8783,https://www.fincaraiz.com.co/apartamento-en-venta/10928550,2024-11-10 15:10:08.557770,
8784,https://www.fincaraiz.com.co/apartamento-en-venta/191450119,2024-11-10 15:10:08.560345,
8785,https://www.fincaraiz.com.co/apartamento-en-venta/10625148,2024-11-10 15:10:08.562648,
